Empresa,1T_Dívida Líquida,1T_EBIT,1T_Lucro Líquido,1T_ROE,1T_Receita Líquida,2T_Dívida Líquida,2T_EBIT,2T_Lucro Líquido,2T_ROE,2T_Receita Líquida,3T_Dívida Líquida,3T_EBIT,3T_Lucro Líquido,3T_ROE,3T_Receita Líquida,Classificação
ENGI4 - 2023,21885504000.0,1490030000.0,508997000.0,3.52,6540522000.0,22534521000.0,1383526000.0,656714000.0,4.09,6586066000.0,25452347000.0,1623978000.0,688691000.0,4.1,7329166000.0,1
ATOM3 - 2023,-26136000.0,2251000.0,2521000.0,10.04,10333000.0,-18358000.0,-871000.0,-523000.0,-2.69,4665000.0,-20585000.0,-1642000.0,-1140000.0,-6.23,2993000.0,1
NUTR3 - 2023,7931000.0,1594000.0,219000.0,0.69,27787000.0,5411000.0,1003000.0,-17000.0,-0.05,43265000.0,6016000.0,3032000.0,1323000.0,4.02,56851000.0,1
UNIP3 - 2023,19655000.0,433311000.0,252961000.0,9.84,1567754000.0,-33486000.0,311319000.0,186336000.0,7.11,1319629000.0,-263422000.0,214837000.0,190793000.0,6.76,1366291000.0,1
VSTE3 - 2023,244762000.0,7210000.0,6571000.0,0.64,265169000.0,258728000.0,4261000.0,5157000.0,0.5,288279000.0,261981000.0,7020000.0,1303000.0,0.13,274528000.0,1
ALUP3 - 2023,8928705000.0,776774000.0,387328000.0,3.21,1003997000.0,9091521000.0,598280000.0,338097000.0,2.98,780156000.0,8903919000.0,414163000.0,167192000.0,1.33,648957000.0,1
SNSY5 - 2023,127377000.0,15177000.0,-33819000.0,-1.79,214340000.0,124681000.0,26464000.0,-20498000.0,-1.11,220611000.0,128593000.0,16615000.0,-32554000.0,-1.69,234271000.0,0
LOGN3 - 2023,872598000.0,98110000.0,38406000.0,4.19,559663000.0,905617000.0,80587000.0,17056000.0,1.81,554587000.0,877463000.0,102757000.0,40560000.0,4.14,622889000.0,1
GEPA4 - 2023,611147000.0,198070000.0,112850000.0,5.69,383730000.0,589060000.0,128306000.0,79547000.0,3.85,318726000.0,462409000.0,80584000.0,58735000.0,2.77,332179000.0,1
ALUP4 - 2023,8928705000.0,776774000.0,387328000.0,3.21,1003997000.0,9091521000.0,598280000.0,338097000.0,2.98,780156000.0,8903919000.0,414163000.0,167192000.0,1.33,648957000.0,1
CEBR5 - 2023,-710372000.0,60475000.0,64842000.0,5.09,92560000.0,-624622000.0,51625000.0,51609000.0,3.91,82536000.0,-675715000.0,54749000.0,55322000.0,4.02,85877000.0,1
WHRL4 - 2023,-778429000.0,168670000.0,68980000.0,2.99,2617600000.0,-746855000.0,257474000.0,126297000.0,5.27,2634197000.0,-639467000.0,316132000.0,125988000.0,4.9,2786300000.0,1
OSXB3 - 2023,1872391000.0,-3574000.0,-212856000.0,-3.56,9850000.0,5692563000.0,-12819000.0,-203126000.0,-3.37,10291000.0,5870815000.0,4418000.0,-206541000.0,-3.31,14740000.0,0
PTNT4 - 2023,146403000.0,25708000.0,19465000.0,2.74,219351000.0,102777000.0,23295000.0,-14350000.0,-3.97,199499000.0,88986000.0,14294000.0,9833000.0,1.71,177945000.0,0
ENGI3 - 2023,21885504000.0,1490030000.0,508997000.0,3.52,6540522000.0,22534521000.0,1383526000.0,656714000.0,4.09,6586066000.0,25452347000.0,1623978000.0,688691000.0,4.1,7329166000.0,1
EPAR3 - 2023,31772000.0,13260000.0,6980000.0,5.73,207590000.0,5542000.0,17270000.0,13363000.0,9.88,199284000.0,-18301000.0,-12017000.0,6972000.0,5.63,-105349000.0,0
FHER3 - 2023,-28628000.0,-150906000.0,-131540000.0,-55.51,1377514000.0,-36775000.0,-148818000.0,-135338000.0,-133.15,887304000.0,-43476000.0,-14888000.0,-62654000.0,-160.7,1643047000.0,1
BOBR4 - 2023,335948000.0,53040000.0,18890000.0,-13.81,359260000.0,371038000.0,52291000.0,19612000.0,-16.74,339217000.0,363220000.0,63392000.0,45222000.0,-62.85,373152000.0,1
CRPG5 - 2023,-134521000.0,32730000.0,29570000.0,3.53,177390000.0,-96675000.0,-813000.0,10383000.0,1.48,138491000.0,-94848000.0,-27421000.0,-9635000.0,-1.39,126296000.0,0
BAHI3 - 2023,177193000.0,-7610000.0,-17872000.0,-30.31,86779000.0,167306000.0,1138000.0,-14127000.0,-22.0,100934000.0,178597000.0,-597000.0,-15005000.0,-45.8,94225000.0,0
NEXP3 - 2023,48337000.0,-13298000.0,-17843000.0,-18.42,30066000.0,50187000.0,26464000.0,29871000.0,-23.2,37420000.0,50369000.0,4650000.0,4411000.0,-4.09,-2473000.0,1
EMAE4 - 2023,-447375000.0,1038000.0,18882000.0,1.65,137552000.0,-468834000.0,10281000.0,37848000.0,3.39,138754000.0,-457016000.0,39526000.0,41102000.0,3.55,173596000.0,1
MTSA4 - 2023,-76640000.0,26330000.0,19180000.0,4.8,162600000.0,-93920000.0,20990000.0,23500000.0,5.63,168530000.0,-125323000.0,16138000.0,20392000.0,4.73,145602000.0,1
TASA3 - 2023,94178000.0,56090000.0,35400000.0,3.38,453230000.0,243914000.0,73298000.0,48863000.0,4.62,470285000.0,360285000.0,61263000.0,26001000.0,2.35,439319000.0,0
